IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProveedor,IdProducto,Precio,Cantidad,MinPrecio,MaxPrecio,MinCantidad,MaxCantidad,Calidad_Precio,Calidad_Cantidad,Compra
40,2015-01-30,2015,1,201501,11,42964,2035.16,4,1591.7599999999998,2466.2900000000004,0.001,21.875,Sin errores,Sin errores,8140.64
41,2015-01-30,2015,1,201501,10,42966,2193.51,10,1935.195,2938.005,0.001,18.5,Sin errores,Sin errores,21935.100000000002
42,2015-01-30,2015,1,201501,5,42967,2447.26,6,1730.6912499999994,2964.6887500000007,0.001,16.875,Sin errores,Sin errores,14683.560000000001
43,2015-01-30,2015,1,201501,2,42968,2200.98,8,1969.2775000000001,2887.6224999999995,0.001,18.125,Sin errores,Sin errores,17607.84
44,2015-01-30,2015,1,201501,2,42969,2591.87,5,1972.4550000000004,3283.6649999999995,0.001,17.5,Sin errores,Sin errores,12959.349999999999
45,2015-01-30,2015,1,201501,7,42970,2284.76,17,1645.1274999999994,2450.4925000000003,0.001,16.625,Sin errores,Outlier,38840.920000000006
46,2015-01-30,2015,1,201501,11,42971,1872.1,9,1549.0924999999997,2320.0475,0.001,20.625,Sin errores,Sin errores,16848.899999999998
47,2015-01-30,2015,1,201501,3,43030,785.5,4,659.35,983.41,0.001,19.125,Sin errores,Sin errores,3142.0
48,2015-01-30,2015,1,201501,12,43031,929.22,8,665.9012499999999,1018.8887500000001,0.001,22.25,Sin errores,Sin errores,7433.76
49,2015-01-30,2015,1,201501,11,43032,730.2,6,525.87,876.93,0.001,16.375,Sin errores,Sin errores,4381.200000000001
50,2015-01-30,2015,1,201501,13,43033,746.46,12,600.6937499999999,973.4662500000002,0.001,16.0,Sin errores,Sin errores,8957.52
51,2015-01-30,2015,1,201501,4,43037,720.86,9,653.03875,959.7512499999999,0.001,20.5,Sin errores,Sin errores,6487.74
52,2015-01-30,2015,1,201501,4,43039,545.04,3,421.3812499999999,696.69875,0.001,17.5,Sin errores,Sin errores,1635.12
53,2015-01-30,2015,1,201501,4,43041,610.06,8,378.72375000000005,690.11625,0.001,22.0,Sin errores,Sin errores,4880.48
54,2015-01-30,2015,1,201501,13,42816,996.8,16,666.54,1090.56,0.001,17.75,Sin errores,Sin errores,15948.8
55,2015-01-30,2015,1,201501,7,42818,1149.29,3,1071.85,1733.29,0.001,20.5,Sin errores,Sin errores,3447.87
56,2015-01-30,2015,1,201501,2,42819,645.87,35,437.86250000000007,769.1374999999999,0.001,20.25,Sin errores,Outlier,22605.45
57,2015-01-30,2015,1,201501,13,42821,513.26,13,369.42499999999995,543.215,0.001,19.5,Sin errores,Sin errores,6672.38
58,2015-01-30,2015,1,201501,11,42823,680.69,11,506.2787500000002,702.2612499999998,0.001,17.5,Sin errores,Sin errores,7487.59
59,2015-01-30,2015,1,201501,12,42824,355.8,5,292.46500000000003,497.18499999999995,0.001,22.0,Sin errores,Sin errores,1779.0
60,2015-01-30,2015,1,201501,10,42826,405.87,4,277.46500000000003,461.995,0.001,17.0,Sin errores,Sin errores,1623.48
61,2015-01-30,2015,1,201501,8,42827,312.44,8,283.3924999999999,429.86750000000006,2.0,14.0,Sin errores,Sin errores,2499.52
62,2015-01-30,2015,1,201501,3,42829,711.69,6,472.72499999999997,784.395,0.001,12.5,Sin errores,Sin errores,4270.14
63,2015-01-30,2015,1,201501,9,42830,372.36,7,261.04,415.59999999999997,0.001,21.0,Sin errores,Sin errores,2606.52
64,2015-01-30,2015,1,201501,2,42831,235.16,6,183.495,319.84499999999997,0.001,16.875,Sin errores,Sin errores,1410.96
65,2015-01-30,2015,1,201501,3,42810,,4,728.5024999999998,1086.1775,0.001,17.625,Valor Nulo,Sin errores,
66,2015-01-30,2015,1,201501,3,42811,1814.02,9,1528.6837499999997,2016.4762500000002,0.001,14.25,Sin errores,Sin errores,16326.18
67,2015-01-30,2015,1,201501,12,42813,245.88,6,216.56000000000006,319.28,0.001,15.5,Sin errores,Sin errores,1475.28
68,2015-01-30,2015,1,201501,8,42814,263.09,15,210.03499999999997,315.005,0.001,20.375,Sin errores,Sin errores,3946.3499999999995
69,2015-01-30,2015,1,201501,7,42815,,11,325.2025,520.2175,0.001,18.25,Valor Nulo,Sin errores,
70,2015-01-30,2015,1,201501,6,42904,99.05,10,75.51500000000001,113.10499999999999,0.001,14.5,Sin errores,Sin errores,990.5
71,2015-01-30,2015,1,201501,3,42905,335.59,26,268.52750000000003,377.50249999999994,0.001,19.0,Sin errores,Outlier,8725.34
72,2015-01-30,2015,1,201501,5,42906,213.35,5,180.14999999999998,265.89000000000004,0.001,19.0,Sin errores,Sin errores,1066.75
73,2015-01-30,2015,1,201501,6,42737,,2,889.385,1453.8350000000003,0.001,18.75,Valor Nulo,Sin errores,
74,2015-01-30,2015,1,201501,3,42865,142.02,5,113.63875,172.43124999999998,0.001,17.125,Sin errores,Sin errores,710.1
75,2015-01-30,2015,1,201501,2,42866,153.69,18,113.63999999999999,167.58000000000004,0.001,17.5,Sin errores,Outlier,2766.42
76,2015-01-30,2015,1,201501,13,42872,401.3,28,302.96875,459.92125,0.001,15.625,Sin errores,Outlier,11236.4
77,2015-01-30,2015,1,201501,11,42875,378.23,15,352.79875000000004,431.60124999999994,0.001,19.0,Sin errores,Sin errores,5673.450000000001
78,2015-01-30,2015,1,201501,8,42877,383.54,2,320.1075000000001,456.4124999999999,0.001,20.0,Sin errores,Sin errores,767.08
79,2015-01-30,2015,1,201501,6,42878,422.96,7,311.7674999999999,482.15250000000003,0.001,17.5,Sin errores,Sin errores,2960.72
80,2015-01-30,2015,1,201501,13,42880,408.96,20,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Outlier,8179.2
81,2015-01-30,2015,1,201501,1,42881,313.59,11,274.23,410.94000000000005,0.001,19.5,Sin errores,Sin errores,3449.49
82,2015-01-30,2015,1,201501,7,42884,327.54,8,284.65000000000003,399.07,0.001,17.75,Sin errores,Sin errores,2620.32
83,2015-01-30,2015,1,201501,8,42885,306.01,4,288.9625,386.5675,0.001,16.0,Sin errores,Sin errores,1224.04
84,2015-01-30,2015,1,201501,6,42886,298.82,23,279.91749999999996,421.2625,0.001,23.0,Sin errores,Sin errores,6872.86
85,2015-01-30,2015,1,201501,3,42887,,11,249.1074999999999,441.6325000000001,0.001,16.375,Valor Nulo,Sin errores,
86,2015-01-30,2015,1,201501,6,42888,318.44,7,267.05499999999995,408.745,0.001,17.5,Sin errores,Sin errores,2229.08
87,2015-01-30,2015,1,201501,11,42890,311.06,12,314.89125,444.88874999999996,0.001,22.375,Outlier,Sin errores,3732.7200000000003
88,2015-01-30,2015,1,201501,4,42891,337.56,7,290.21874999999994,429.08125,0.001,17.875,Sin errores,Sin errores,2362.92
89,2015-01-30,2015,1,201501,11,42892,375.41,8,260.65999999999997,434.9,0.001,21.625,Sin errores,Sin errores,3003.28
90,2015-01-30,2015,1,201501,12,42894,318.9,8,283.61375,435.7962500000001,0.001,11.875,Sin errores,Sin errores,2551.2
91,2015-01-30,2015,1,201501,8,42896,338.12,7,294.91874999999993,422.0512500000001,0.001,18.375,Sin errores,Sin errores,2366.84
92,2015-01-30,2015,1,201501,14,42897,311.28,13,303.245,437.855,0.001,14.0,Sin errores,Sin errores,4046.6399999999994
93,2015-01-30,2015,1,201501,4,42898,323.51,13,296.0325,446.10749999999996,0.001,19.5,Sin errores,Sin errores,4205.63
94,2015-01-30,2015,1,201501,10,42985,1069.55,5,830.1274999999996,1282.9025000000001,0.001,14.875,Sin errores,Sin errores,5347.75
95,2015-01-30,2015,1,201501,13,42986,214.49,5,188.01999999999998,298.18000000000006,0.001,18.5,Sin errores,Sin errores,1072.45
96,2015-01-30,2015,1,201501,12,42989,263.83,3,232.90249999999997,364.4975,0.001,20.0,Sin errores,Sin errores,791.49
97,2015-01-30,2015,1,201501,10,42991,326.45,21,227.47125000000005,360.40875000000005,0.001,24.0,Sin errores,Sin errores,6855.45
98,2015-01-30,2015,1,201501,13,42992,443.61,5,322.90999999999997,493.43000000000006,0.001,17.5,Sin errores,Sin errores,2218.05
99,2015-01-30,2015,1,201501,11,42994,426.56,15,317.3625,517.5975000000001,0.001,24.5,Sin errores,Sin errores,6398.4
100,2015-01-30,2015,1,201501,11,42995,263.77,10,211.79000000000002,300.16999999999996,0.001,15.0,Sin errores,Sin errores,2637.7
101,2015-01-30,2015,1,201501,4,42997,330.07,8,259.0524999999999,398.6875000000001,0.001,21.5,Sin errores,Sin errores,2640.56
102,2015-01-30,2015,1,201501,8,42998,359.22,17,311.70500000000004,455.55499999999995,0.001,17.5,Sin errores,Sin errores,6106.740000000001
103,2015-01-30,2015,1,201501,10,43000,280.51,7,222.96250000000003,314.2675,0.001,16.0,Sin errores,Sin errores,1963.57
104,2015-01-30,2015,1,201501,7,43002,276.11,5,227.535,338.68500000000006,0.001,16.5,Sin errores,Sin errores,1380.5500000000002
105,2015-01-30,2015,1,201501,7,43003,311.25,12,235.72000000000003,385.69000000000005,0.001,19.625,Sin errores,Sin errores,3735.0
106,2015-01-30,2015,1,201501,7,43004,271.67,12,208.20749999999998,297.2325,0.001,16.5,Sin errores,Sin errores,3260.04
107,2015-01-30,2015,1,201501,6,43005,275.24,4,230.185,362.215,0.001,21.375,Sin errores,Sin errores,1100.96
108,2015-01-30,2015,1,201501,10,43012,324.51,3,277.98875,445.56125,0.001,14.625,Sin errores,Sin errores,973.53
109,2015-01-30,2015,1,201501,1,43013,230.76,13,196.03499999999997,288.045,0.001,16.5,Sin errores,Sin errores,2999.88
110,2015-01-30,2015,1,201501,2,43014,385.8,3,260.84375,409.8162500000001,0.001,26.5,Sin errores,Sin errores,1157.4
111,2015-01-30,2015,1,201501,13,43016,309.5,2,260.38875,373.78125000000006,0.001,16.0,Sin errores,Sin errores,619.0
112,2015-01-30,2015,1,201501,10,43018,344.05,20,238.53875000000005,368.16125,0.001,19.375,Sin errores,Outlier,6881.0
113,2015-01-30,2015,1,201501,10,43020,436.96,18,307.53,467.19000000000005,0.001,22.5,Sin errores,Sin errores,7865.28
114,2015-01-30,2015,1,201501,5,43022,,10,234.85500000000005,376.905,0.001,18.25,Valor Nulo,Sin errores,
115,2015-01-30,2015,1,201501,8,43024,367.43,20,310.34,425.36000000000007,0.001,21.0,Sin errores,Sin errores,7348.6
116,2015-01-30,2015,1,201501,6,43026,411.53,8,281.6812499999999,453.85875000000004,0.001,24.25,Sin errores,Sin errores,3292.24
117,2015-01-30,2015,1,201501,2,42754,975.97,17,728.8550000000002,990.5449999999998,0.001,16.125,Sin errores,Outlier,16591.49
118,2015-01-30,2015,1,201501,7,42755,785.85,6,545.1775,939.8125,0.001,20.0,Sin errores,Sin errores,4715.1
119,2015-01-30,2015,1,201501,8,42758,1371.9,27,969.6899999999994,1552.9200000000003,0.001,16.5,Sin errores,Outlier,37041.3
120,2015-01-30,2015,1,201501,9,42760,1099.95,7,834.8212500000002,1415.05875,0.001,16.0,Sin errores,Sin errores,7699.650000000001
121,2015-01-30,2015,1,201501,11,42763,1663.23,11,1178.8374999999996,1732.5625000000005,0.001,25.75,Sin errores,Sin errores,18295.53
122,2015-01-30,2015,1,201501,6,42765,1302.6,2,1096.495,1592.245,0.001,15.0,Sin errores,Sin errores,2605.2
123,2015-01-30,2015,1,201501,10,42766,5332.18,4,3993.15,5810.25,0.001,17.5,Sin errores,Sin errores,21328.72
124,2015-01-30,2015,1,201501,10,42768,1335.75,31,1063.7925,1607.7075,0.001,18.0,Sin errores,Outlier,41408.25
125,2015-01-30,2015,1,201501,5,42769,1875.04,4,1723.6387500000003,2675.74125,0.5,15.5,Sin errores,Sin errores,7500.16
126,2015-01-30,2015,1,201501,1,42773,5309.59,2,4737.5075,7442.7425,0.001,21.25,Sin errores,Sin errores,10619.18
127,2015-01-30,2015,1,201501,11,42774,4506.49,14,3906.1100000000015,5019.7699999999995,0.125,15.875,Sin errores,Sin errores,63090.86
128,2015-01-30,2015,1,201501,7,42777,1865.98,13,1647.395,2018.8850000000002,0.001,19.25,Sin errores,Sin errores,24257.74
129,2015-01-30,2015,1,201501,10,42778,1834.88,28,1544.6987500000005,2401.4612499999994,0.001,18.375,Sin errores,Outlier,51376.64
130,2015-01-30,2015,1,201501,11,42779,7481.5,10,5719.863749999999,8281.91625,0.001,23.5,Sin errores,Sin errores,74815.0
131,2015-01-30,2015,1,201501,1,42782,2678.34,6,2033.0437499999994,2854.6462500000002,0.001,20.0,Sin errores,Sin errores,16070.04
132,2015-01-30,2015,1,201501,9,42789,167.05,5,119.32499999999996,187.51500000000001,0.001,18.0,Sin errores,Sin errores,835.25
133,2015-01-30,2015,1,201501,9,42792,317.73,2,282.16749999999996,408.8725,0.001,18.0,Sin errores,Sin errores,635.46
134,2015-01-30,2015,1,201501,6,42793,599.24,8,469.90749999999997,729.3924999999999,0.001,20.0,Sin errores,Sin errores,4793.92
135,2015-01-30,2015,1,201501,2,42794,215.71,4,182.51999999999998,245.58000000000004,0.001,17.0,Sin errores,Sin errores,862.84
136,2015-01-30,2015,1,201501,7,42795,410.73,18,312.14,438.91999999999996,0.001,19.0,Sin errores,Sin errores,7393.14
137,2015-01-30,2015,1,201501,3,42796,283.34,2,259.08125000000007,376.05875000000003,0.001,15.0,Sin errores,Sin errores,566.68
138,2015-01-30,2015,1,201501,5,42801,1950.04,7,1537.8575,2434.6025,0.001,20.875,Sin errores,Sin errores,13650.279999999999
139,2015-01-30,2015,1,201501,1,42926,59.21,32,42.72624999999999,65.53375,0.001,18.0,Sin errores,Outlier,1894.72
140,2015-01-30,2015,1,201501,2,42929,249.15,3,191.51875,253.79125,0.001,19.0,Sin errores,Sin errores,747.45
141,2015-01-30,2015,1,201501,5,42931,212.31,23,163.54500000000002,284.115,0.001,18.75,Sin errores,Outlier,4883.13
142,2015-01-30,2015,1,201501,10,42853,483.89,5,397.90125,597.58875,0.001,14.5,Sin errores,Sin errores,2419.45
143,2015-01-30,2015,1,201501,3,42870,134.46,17,97.10499999999999,148.79500000000002,0.001,19.25,Sin errores,Sin errores,2285.82
144,2015-01-30,2015,1,201501,7,42899,131.3,9,108.26375000000002,175.81624999999997,0.001,16.625,Sin errores,Sin errores,1181.7
145,2015-01-30,2015,1,201501,5,42900,192.97,9,145.36875,213.25125,0.001,21.0,Sin errores,Sin errores,1736.73
146,2015-01-30,2015,1,201501,4,42928,97.84,15,67.61000000000001,103.03999999999996,0.001,16.0,Sin errores,Sin errores,1467.6000000000001
147,2015-01-30,2015,1,201501,13,42975,164.95,16,124.29249999999999,180.37749999999997,0.001,23.25,Sin errores,Sin errores,2639.2
148,2015-01-30,2015,1,201501,6,42976,151.51,2,129.125,192.815,0.001,24.0,Sin errores,Sin errores,303.02
149,2015-01-30,2015,1,201501,10,42977,88.78,4,56.285000000000004,89.61500000000001,0.001,17.375,Sin errores,Sin errores,355.12
150,2015-01-30,2015,1,201501,11,42978,72.24,5,61.27375,96.09625,0.001,13.25,Sin errores,Sin errores,361.2
151,2015-01-30,2015,1,201501,14,42979,68.33,2,57.710000000000015,100.72999999999999,0.001,18.0,Sin errores,Sin errores,136.66
152,2015-01-30,2015,1,201501,12,42980,86.82,6,64.8775,93.60249999999999,0.001,16.375,Sin errores,Sin errores,520.92
153,2015-01-30,2015,1,201501,13,42982,7.8,11,7.827500000000001,10.572499999999998,0.001,19.5,Outlier,Sin errores,85.8
154,2015-02-27,2015,2,201502,6,42832,530.11,22,423.275,697.745,0.001,20.125,Sin errores,Outlier,11662.42
155,2015-02-27,2015,2,201502,1,42833,645.24,9,474.70625000000007,730.1637499999998,0.001,18.5,Sin errores,Sin errores,5807.16
156,2015-02-27,2015,2,201502,7,42836,611.73,13,433.74125,726.00875,0.001,19.5,Sin errores,Sin errores,7952.49
157,2015-02-27,2015,2,201502,9,42837,333.79,2,224.71999999999997,375.08,0.001,16.5,Sin errores,Sin errores,667.58
158,2015-02-27,2015,2,201502,11,42838,710.45,4,544.0637499999999,774.6062500000002,0.001,23.0,Sin errores,Sin errores,2841.8
159,2015-02-27,2015,2,201502,5,42839,279.78,18,195.905,310.08500000000004,0.001,22.0,Sin errores,Sin errores,5036.039999999999
160,2015-02-27,2015,2,201502,10,42842,273.31,10,198.64750000000004,316.9525,0.001,17.5,Sin errores,Sin errores,2733.1
161,2015-02-27,2015,2,201502,12,42843,481.56,5,412.9825000000001,564.7674999999999,0.001,20.375,Sin errores,Sin errores,2407.8
162,2015-02-27,2015,2,201502,14,42844,1124.05,18,972.2962499999995,1492.2337500000003,0.001,14.5,Sin errores,Outlier,20232.899999999998
163,2015-02-27,2015,2,201502,10,42846,1900.31,5,1577.8962499999998,2456.5737500000005,0.001,21.875,Sin errores,Sin errores,9501.55
164,2015-02-27,2015,2,201502,10,42847,1827.78,13,1497.8,2453.3599999999997,0.001,20.0,Sin errores,Sin errores,23761.14
165,2015-02-27,2015,2,201502,5,42857,402.85,9,285.095,452.885,0.001,16.25,Sin errores,Sin errores,3625.65
166,2015-02-27,2015,2,201502,8,42858,365.81,3,265.7249999999999,441.67500000000007,0.001,21.5,Sin errores,Sin errores,1097.43
167,2015-02-27,2015,2,201502,9,42859,415.85,6,364.81500000000005,484.66499999999996,0.001,16.125,Sin errores,Sin errores,2495.1000000000004
168,2015-02-27,2015,2,201502,9,42984,201.15,28,132.98249999999996,233.6775,0.001,12.5,Sin errores,Outlier,5632.2
169,2015-02-27,2015,2,201502,3,42908,1131.45,7,857.555,1164.1550000000002,0.001,15.0,Sin errores,Sin errores,7920.150000000001
170,2015-02-27,2015,2,201502,13,42910,1189.0,4,909.8350000000004,1321.3449999999998,0.001,21.375,Sin errores,Sin errores,4756.0
171,2015-02-27,2015,2,201502,1,42911,1179.98,19,942.745,1556.8450000000003,0.001,20.5,Sin errores,Sin errores,22419.62
172,2015-02-27,2015,2,201502,4,42912,1310.58,15,959.2712499999998,1427.7887500000002,0.001,19.25,Sin errores,Sin errores,19658.699999999997
173,2015-02-27,2015,2,201502,4,42913,1059.86,9,783.6737499999999,1137.06625,0.001,19.625,Sin errores,Sin errores,9538.74
174,2015-02-27,2015,2,201502,13,42914,1025.12,16,835.7887500000002,1214.2312499999998,0.001,24.0,Sin errores,Sin errores,16401.92
175,2015-02-27,2015,2,201502,10,42918,622.5,2,485.10625000000005,643.60375,0.001,14.25,Sin errores,Sin errores,1245.0
176,2015-02-27,2015,2,201502,9,42919,476.95,10,351.3975,539.5725,0.001,17.0,Sin errores,Sin errores,4769.5
177,2015-02-27,2015,2,201502,6,42920,505.49,6,435.7749999999999,663.2650000000001,0.001,17.5,Sin errores,Sin errores,3032.94
178,2015-02-27,2015,2,201502,8,42921,576.48,6,439.0825,595.4575,0.001,17.5,Sin errores,Sin errores,3458.88
179,2015-02-27,2015,2,201502,13,42922,522.31,13,410.9224999999999,621.4175,0.5,15.5,Sin errores,Sin errores,6790.029999999999
180,2015-02-27,2015,2,201502,8,42924,375.66,1,352.04625,550.95375,0.001,14.25,Sin errores,Sin errores,375.66
181,2015-02-27,2015,2,201502,9,42925,1.96,3,1.6875,2.5725,0.001,19.5,Sin errores,Sin errores,5.88
182,2015-02-27,2015,2,201502,5,42934,1110.8,3,903.6087500000002,1564.4412499999999,0.001,21.625,Sin errores,Sin errores,3332.3999999999996
183,2015-02-27,2015,2,201502,5,42937,1569.32,5,1251.5150000000003,2143.865,0.125,15.875,Sin errores,Sin errores,7846.599999999999
184,2015-02-27,2015,2,201502,3,42941,2114.97,27,1723.2099999999996,2432.77,0.001,16.0,Sin errores,Outlier,57104.189999999995
185,2015-02-27,2015,2,201502,12,42944,2621.9,24,2070.0874999999996,3075.7925000000005,0.001,19.25,Sin errores,Outlier,62925.600000000006
186,2015-02-27,2015,2,201502,1,42946,1487.36,10,1254.7575000000002,1836.5924999999997,0.001,17.25,Sin errores,Sin errores,14873.599999999999
187,2015-02-27,2015,2,201502,8,42949,1515.91,6,1173.89,1787.3300000000002,0.001,15.0,Sin errores,Sin errores,9095.460000000001
188,2015-02-27,2015,2,201502,5,42950,1832.77,14,1508.9374999999995,2290.0625000000005,0.001,14.5,Sin errores,Sin errores,25658.78
189,2015-02-27,2015,2,201502,6,42951,1872.87,8,1631.9224999999994,2571.6575000000003,0.001,12.75,Sin errores,Sin errores,14982.96
190,2015-02-27,2015,2,201502,10,42953,2268.76,7,2173.4037499999995,2935.99625,0.001,19.0,Sin errores,Sin errores,15881.320000000002
191,2015-02-27,2015,2,201502,9,42955,1705.33,3,1409.65,1940.65,0.001,17.5,Sin errores,Sin errores,5115.99
192,2015-02-27,2015,2,201502,4,42960,3050.95,15,2338.1125,3624.5874999999996,0.001,17.125,Sin errores,Sin errores,45764.25
193,2015-02-27,2015,2,201502,9,42963,1670.36,8,1284.13625,1986.44375,0.001,20.0,Sin errores,Sin errores,13362.88
194,2015-02-27,2015,2,201502,5,42966,2639.19,20,1935.195,2938.005,0.001,18.5,Sin errores,Outlier,52783.8
195,2015-02-27,2015,2,201502,10,42968,2326.25,23,1969.2775000000001,2887.6224999999995,0.001,18.125,Sin errores,Outlier,53503.75
196,2015-02-27,2015,2,201502,6,42969,2894.93,11,1972.4550000000004,3283.6649999999995,0.001,17.5,Sin errores,Sin errores,31844.23
197,2015-02-27,2015,2,201502,3,42970,2085.32,5,1645.1274999999994,2450.4925000000003,0.001,16.625,Sin errores,Sin errores,10426.6
198,2015-02-27,2015,2,201502,11,42971,1739.46,5,1549.0924999999997,2320.0475,0.001,20.625,Sin errores,Sin errores,8697.3
199,2015-02-27,2015,2,201502,2,42972,1702.12,12,1485.76625,2363.5437500000007,0.001,21.375,Sin errores,Sin errores,20425.44
200,2015-02-27,2015,2,201502,3,43029,737.94,3,652.2812499999998,917.3387500000001,0.001,29.5,Sin errores,Sin errores,2213.82
201,2015-02-27,2015,2,201502,12,43031,948.17,29,665.9012499999999,1018.8887500000001,0.001,22.25,Sin errores,Outlier,27496.93
202,2015-02-27,2015,2,201502,6,43032,644.51,8,525.87,876.93,0.001,16.375,Sin errores,Sin errores,5156.08
203,2015-02-27,2015,2,201502,10,43034,611.33,5,563.7774999999999,826.7124999999999,0.001,19.0,Sin errores,Sin errores,3056.65
204,2015-02-27,2015,2,201502,8,43035,755.16,12,680.9100000000001,917.3699999999999,0.001,18.0,Sin errores,Sin errores,9061.92
