IdGasto,IdSucursal,IdTipoGasto,Fecha,Monto,Fecha_Año,Fecha_Mes,Fecha_Periodo,MinMonto,MaxMonto,Calidad_Monto
164,10,4,2015-02-01,1095.36,2015,2,201502,948.70125,1251.79875,Sin errores
165,13,1,2015-02-01,1106.82,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
166,13,2,2015-02-01,314.4,2015,2,201502,286.225,373.91499999999996,Sin errores
167,13,3,2015-02-01,111.96,2015,2,201502,95.57250000000002,124.6575,Sin errores
168,13,4,2015-02-01,1053.88,2015,2,201502,948.70125,1251.79875,Sin errores
169,15,1,2015-02-01,1110.67,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
170,15,2,2015-02-01,357.52,2015,2,201502,286.225,373.91499999999996,Sin errores
171,15,3,2015-02-01,102.66,2015,2,201502,95.57250000000002,124.6575,Sin errores
172,15,4,2015-02-01,1157.7,2015,2,201502,948.70125,1251.79875,Sin errores
173,20,1,2015-02-01,1108.8,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
174,20,2,2015-02-01,321.26,2015,2,201502,286.225,373.91499999999996,Sin errores
175,20,3,2015-02-01,102.8,2015,2,201502,95.57250000000002,124.6575,Sin errores
176,20,4,2015-02-01,1127.35,2015,2,201502,948.70125,1251.79875,Sin errores
177,17,1,2015-02-01,1152.76,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
178,17,2,2015-02-01,354.53,2015,2,201502,286.225,373.91499999999996,Sin errores
179,17,3,2015-02-01,105.05,2015,2,201502,95.57250000000002,124.6575,Sin errores
180,17,4,2015-02-01,1107.24,2015,2,201502,948.70125,1251.79875,Sin errores
181,21,1,2015-02-01,1184.71,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
182,21,2,2015-02-01,300.55,2015,2,201502,286.225,373.91499999999996,Sin errores
183,21,3,2015-02-01,105.5,2015,2,201502,95.57250000000002,124.6575,Sin errores
184,21,4,2015-02-01,1069.62,2015,2,201502,948.70125,1251.79875,Sin errores
185,22,1,2015-02-01,1183.04,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
186,22,2,2015-02-01,331.89,2015,2,201502,286.225,373.91499999999996,Sin errores
187,22,3,2015-02-01,118.25,2015,2,201502,95.57250000000002,124.6575,Sin errores
188,22,4,2015-02-01,1193.36,2015,2,201502,948.70125,1251.79875,Sin errores
189,12,1,2015-02-01,1019.41,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
190,12,2,2015-02-01,335.09,2015,2,201502,286.225,373.91499999999996,Sin errores
191,12,3,2015-02-01,112.66,2015,2,201502,95.57250000000002,124.6575,Sin errores
192,12,4,2015-02-01,1082.0,2015,2,201502,948.70125,1251.79875,Sin errores
193,14,1,2015-02-01,1030.29,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
194,14,2,2015-02-01,331.64,2015,2,201502,286.225,373.91499999999996,Sin errores
195,14,3,2015-02-01,103.64,2015,2,201502,95.57250000000002,124.6575,Sin errores
196,14,4,2015-02-01,1065.54,2015,2,201502,948.70125,1251.79875,Sin errores
197,19,1,2015-02-01,1018.57,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
198,19,2,2015-02-01,328.87,2015,2,201502,286.225,373.91499999999996,Sin errores
199,19,3,2015-02-01,102.55,2015,2,201502,95.57250000000002,124.6575,Sin errores
200,19,4,2015-02-01,1038.7,2015,2,201502,948.70125,1251.79875,Sin errores
201,16,1,2015-02-01,1117.05,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
202,16,2,2015-02-01,320.74,2015,2,201502,286.225,373.91499999999996,Sin errores
203,16,3,2015-02-01,119.45,2015,2,201502,95.57250000000002,124.6575,Sin errores
204,16,4,2015-02-01,1165.27,2015,2,201502,948.70125,1251.79875,Sin errores
205,11,1,2015-02-01,1042.75,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
206,11,2,2015-02-01,335.38,2015,2,201502,286.225,373.91499999999996,Sin errores
207,11,3,2015-02-01,106.14,2015,2,201502,95.57250000000002,124.6575,Sin errores
208,11,4,2015-02-01,1153.38,2015,2,201502,948.70125,1251.79875,Sin errores
209,25,1,2015-02-01,1182.59,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
210,25,2,2015-02-01,315.84,2015,2,201502,286.225,373.91499999999996,Sin errores
211,25,3,2015-02-01,111.62,2015,2,201502,95.57250000000002,124.6575,Sin errores
212,25,4,2015-02-01,1022.77,2015,2,201502,948.70125,1251.79875,Sin errores
213,26,1,2015-02-01,1165.16,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
214,26,2,2015-02-01,347.25,2015,2,201502,286.225,373.91499999999996,Sin errores
215,26,3,2015-02-01,109.2,2015,2,201502,95.57250000000002,124.6575,Sin errores
216,26,4,2015-02-01,1187.5,2015,2,201502,948.70125,1251.79875,Sin errores
217,27,1,2015-02-01,1061.5,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
218,27,2,2015-02-01,343.5,2015,2,201502,286.225,373.91499999999996,Sin errores
219,27,3,2015-02-01,114.05,2015,2,201502,95.57250000000002,124.6575,Sin errores
220,27,4,2015-02-01,1067.63,2015,2,201502,948.70125,1251.79875,Sin errores
221,29,1,2015-02-01,1116.56,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
222,29,2,2015-02-01,353.97,2015,2,201502,286.225,373.91499999999996,Sin errores
223,29,3,2015-02-01,114.99,2015,2,201502,95.57250000000002,124.6575,Sin errores
224,29,4,2015-02-01,1009.55,2015,2,201502,948.70125,1251.79875,Sin errores
225,30,1,2015-02-01,1198.21,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
226,30,2,2015-02-01,348.71,2015,2,201502,286.225,373.91499999999996,Sin errores
227,30,3,2015-02-01,101.72,2015,2,201502,95.57250000000002,124.6575,Sin errores
228,30,4,2015-02-01,1199.07,2015,2,201502,948.70125,1251.79875,Sin errores
229,31,1,2015-02-01,1143.63,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
230,31,2,2015-02-01,336.28,2015,2,201502,286.225,373.91499999999996,Sin errores
231,31,3,2015-02-01,117.38,2015,2,201502,95.57250000000002,124.6575,Sin errores
232,31,4,2015-02-01,1106.37,2015,2,201502,948.70125,1251.79875,Sin errores
233,23,1,2015-02-01,1010.34,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
234,23,2,2015-02-01,339.77,2015,2,201502,286.225,373.91499999999996,Sin errores
235,23,3,2015-02-01,103.19,2015,2,201502,95.57250000000002,124.6575,Sin errores
236,23,4,2015-02-01,1161.68,2015,2,201502,948.70125,1251.79875,Sin errores
237,24,1,2015-02-01,1112.73,2015,2,201502,954.1362499999998,1247.7837500000003,Sin errores
238,24,2,2015-02-01,323.59,2015,2,201502,286.225,373.91499999999996,Sin errores
239,24,3,2015-02-01,105.49,2015,2,201502,95.57250000000002,124.6575,Sin errores
240,24,4,2015-02-01,1038.68,2015,2,201502,948.70125,1251.79875,Sin errores
241,18,1,2015-03-01,1028.68,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
242,18,2,2015-03-01,308.2,2015,3,201503,286.225,373.91499999999996,Sin errores
243,18,3,2015-03-01,105.07,2015,3,201503,95.57250000000002,124.6575,Sin errores
244,18,4,2015-03-01,1171.47,2015,3,201503,948.70125,1251.79875,Sin errores
245,1,1,2015-03-01,1105.26,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
246,1,2,2015-03-01,303.57,2015,3,201503,286.225,373.91499999999996,Sin errores
247,1,3,2015-03-01,114.37,2015,3,201503,95.57250000000002,124.6575,Sin errores
248,1,4,2015-03-01,1082.64,2015,3,201503,948.70125,1251.79875,Sin errores
249,2,1,2015-03-01,1182.21,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
250,2,2,2015-03-01,318.94,2015,3,201503,286.225,373.91499999999996,Sin errores
251,2,3,2015-03-01,116.91,2015,3,201503,95.57250000000002,124.6575,Sin errores
252,2,4,2015-03-01,1056.03,2015,3,201503,948.70125,1251.79875,Sin errores
253,3,1,2015-03-01,1172.89,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
254,3,2,2015-03-01,328.9,2015,3,201503,286.225,373.91499999999996,Sin errores
255,3,3,2015-03-01,116.3,2015,3,201503,95.57250000000002,124.6575,Sin errores
256,3,4,2015-03-01,1126.04,2015,3,201503,948.70125,1251.79875,Sin errores
257,4,1,2015-03-01,1141.17,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
258,4,2,2015-03-01,338.32,2015,3,201503,286.225,373.91499999999996,Sin errores
259,4,3,2015-03-01,101.52,2015,3,201503,95.57250000000002,124.6575,Sin errores
260,4,4,2015-03-01,1092.63,2015,3,201503,948.70125,1251.79875,Sin errores
261,5,1,2015-03-01,1017.65,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
262,5,2,2015-03-01,303.11,2015,3,201503,286.225,373.91499999999996,Sin errores
263,5,3,2015-03-01,119.89,2015,3,201503,95.57250000000002,124.6575,Sin errores
264,5,4,2015-03-01,1163.5,2015,3,201503,948.70125,1251.79875,Sin errores
265,6,1,2015-03-01,1020.71,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
266,6,2,2015-03-01,303.92,2015,3,201503,286.225,373.91499999999996,Sin errores
267,6,3,2015-03-01,100.32,2015,3,201503,95.57250000000002,124.6575,Sin errores
268,6,4,2015-03-01,1176.85,2015,3,201503,948.70125,1251.79875,Sin errores
269,7,1,2015-03-01,1074.61,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
270,7,2,2015-03-01,312.75,2015,3,201503,286.225,373.91499999999996,Sin errores
271,7,3,2015-03-01,118.86,2015,3,201503,95.57250000000002,124.6575,Sin errores
272,7,4,2015-03-01,1015.65,2015,3,201503,948.70125,1251.79875,Sin errores
273,8,1,2015-03-01,1112.39,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
274,8,2,2015-03-01,334.49,2015,3,201503,286.225,373.91499999999996,Sin errores
275,8,3,2015-03-01,103.77,2015,3,201503,95.57250000000002,124.6575,Sin errores
276,8,4,2015-03-01,1043.64,2015,3,201503,948.70125,1251.79875,Sin errores
277,9,1,2015-03-01,1105.05,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
278,9,2,2015-03-01,358.31,2015,3,201503,286.225,373.91499999999996,Sin errores
279,9,3,2015-03-01,105.66,2015,3,201503,95.57250000000002,124.6575,Sin errores
280,9,4,2015-03-01,1099.92,2015,3,201503,948.70125,1251.79875,Sin errores
281,10,1,2015-03-01,1129.8,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
282,10,2,2015-03-01,344.77,2015,3,201503,286.225,373.91499999999996,Sin errores
283,10,3,2015-03-01,115.68,2015,3,201503,95.57250000000002,124.6575,Sin errores
284,10,4,2015-03-01,1136.32,2015,3,201503,948.70125,1251.79875,Sin errores
285,13,1,2015-03-01,1011.18,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
286,13,2,2015-03-01,314.09,2015,3,201503,286.225,373.91499999999996,Sin errores
287,13,3,2015-03-01,100.12,2015,3,201503,95.57250000000002,124.6575,Sin errores
288,13,4,2015-03-01,1065.31,2015,3,201503,948.70125,1251.79875,Sin errores
289,15,1,2015-03-01,1122.85,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
290,15,2,2015-03-01,305.49,2015,3,201503,286.225,373.91499999999996,Sin errores
291,15,3,2015-03-01,112.29,2015,3,201503,95.57250000000002,124.6575,Sin errores
292,15,4,2015-03-01,1159.76,2015,3,201503,948.70125,1251.79875,Sin errores
293,20,1,2015-03-01,1030.01,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
294,20,2,2015-03-01,321.24,2015,3,201503,286.225,373.91499999999996,Sin errores
295,20,3,2015-03-01,106.39,2015,3,201503,95.57250000000002,124.6575,Sin errores
296,20,4,2015-03-01,1107.18,2015,3,201503,948.70125,1251.79875,Sin errores
297,17,1,2015-03-01,1144.16,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
298,17,2,2015-03-01,359.78,2015,3,201503,286.225,373.91499999999996,Sin errores
299,17,3,2015-03-01,116.39,2015,3,201503,95.57250000000002,124.6575,Sin errores
300,17,4,2015-03-01,1021.69,2015,3,201503,948.70125,1251.79875,Sin errores
301,21,1,2015-03-01,1016.75,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
302,21,2,2015-03-01,305.6,2015,3,201503,286.225,373.91499999999996,Sin errores
303,21,3,2015-03-01,104.32,2015,3,201503,95.57250000000002,124.6575,Sin errores
304,21,4,2015-03-01,1159.72,2015,3,201503,948.70125,1251.79875,Sin errores
305,22,1,2015-03-01,1069.13,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
306,22,2,2015-03-01,319.94,2015,3,201503,286.225,373.91499999999996,Sin errores
307,22,3,2015-03-01,112.5,2015,3,201503,95.57250000000002,124.6575,Sin errores
308,22,4,2015-03-01,1025.65,2015,3,201503,948.70125,1251.79875,Sin errores
309,12,1,2015-03-01,1153.2,2015,3,201503,954.1362499999998,1247.7837500000003,Sin errores
